#layer_type	name	left	top	width	height	type	opacity	visible	layer_id	group_layer_id
				3750	5313					
0	考え　呆れ　考え	1607	1812	350	247	13	255	0	2927	
0	発情1　発情1　あわあわ	1629	1832	337	245	13	255	0	2924	
0	発情1　発情1　恥ずかしい	1629	1832	337	233	13	255	0	2920	
0	発情1　呆れ　発情1	1629	1832	328	230	13	255	0	2916	
0	発情1　寂しい　恥ずかしい	1629	1832	339	233	13	255	0	2912	
0	きょとん　焦る　発情1	1616	1797	350	265	13	255	0	2946	
0	呆れ　呆れ　考える	1629	1805	328	254	13	255	0	2896	
0	寂しい　発情1　怒り	1620	1815	346	244	13	255	0	2892	
0	恥ずかしい　寂しい　きょとん	1626	1797	342	262	13	255	0	2886	
0	恥ずかしい　恥ずかしい　寂しい	1626	1797	339	261	13	255	0	2876	
0	恥ずかしい　ベース　寂しい	1626	1797	342	261	13	255	0	2873	
0	困り笑い　恥ずかしい　微笑み	1625	1809	340	247	13	255	0	2870	
0	恥ずかしい　呆れ　笑顔1	1626	1797	331	268	13	255	0	2867	
0	恥ずかしい　ベース　ベース	1626	1797	342	256	13	255	0	2864	
0	ベース　呆れ　ベース	1616	1802	344	251	13	255	0	2861	
0	微笑み　微笑み　笑顔1	1620	1812	348	253	13	255	0	2858	
0	笑顔1　笑顔1　ベース	1623	1811	339	242	13	255	0	2855	
0	ベース　ベース　笑顔1	1616	1802	352	263	13	255	0	2853	
0	拗ね?怒り	1614	1793	354	275	13	255	1	2739	2377
0	落ち込む	1613	1817	352	253	13	255	1	2719	2377
0	発情１	1629	1832	337	230	13	255	1	2697	2377
0	あわあわしてる	1523	1802	670	275	13	255	1	2675	2377
0	恥ずかしい（強い）	1631	1823	326	239	13	255	1	2649	2377
0	困り笑い	1625	1809	328	256	13	255	1	2638	2377
0	訝しむ	1620	1806	348	256	13	255	1	2760	2377
0	呆れ	1629	1805	328	263	13	255	1	2600	2377
0	目を見開いて驚く	1620	1794	351	277	13	255	1	2590	2377
0	拗ねる	1613	1785	353	277	13	255	1	2568	2377
0	怒り	1613	1797	355	262	13	255	1	2548	2377
0	考える	1607	1812	362	247	13	255	1	2529	2377
0	寂しい	1620	1815	348	243	13	255	1	2510	2377
0	恥ずかしい	1626	1797	339	268	13	255	1	2491	2377
0	焦る	1623	1794	343	276	13	255	1	2469	2377
0	きょとん	1616	1797	352	262	13	255	1	2447	2377
0	微笑み	1620	1812	348	244	13	255	1	2428	2377
0	笑顔１	1623	1811	339	254	13	255	1	2409	2377
0	ベース表情	1616	1802	352	251	13	255	1	2399	2377
0	制服腕差分	1140	1535	1374	3422	13	255	0	1317	
0	制服	1140	1535	1374	3422	13	255	0	1316	
0	私服腕差分	1379	1535	1070	3428	13	255	0	1315	
0	私服	1379	1535	1070	3428	13	255	0	1314	
0	部屋着腕差分	1383	1535	877	3424	13	255	0	1291	
0	部屋着	1383	1535	909	3424	13	255	0	1284	
0	ハロウィン服腕差分	1281	1535	1278	3433	13	255	1	1875	
0	ハロウィン服	1281	1535	1278	3433	13	255	0	1312	
0	魔女服	1046	1244	1736	3722	13	255	0	1293	
0	魔女服銃(腕差分独立)	909	1244	1873	3722	13	255	0	1292	
0	裸腕差分	1281	1535	1131	3404	13	255	1	3023	
0	裸	1281	1535	1131	3404	13	255	1	3058	
2	HL	0	0	0	0	13	255	0	2740	
2	表情差分	0	0	0	0	13	255	1	2377	
