#layer_type	name	left	top	width	height	type	opacity	visible	layer_id	group_layer_id
				1875	2656					
0	ベース表情	808	901	177	126	13	255	1	2399	2377
0	制服腕差分	570	767	688	1712	13	255	0	1317	
0	制服	570	767	688	1712	13	255	0	1316	
0	私服腕差分	690	767	536	1715	13	255	0	1315	
0	私服	690	767	536	1715	13	255	0	1314	
0	部屋着腕差分	692	767	439	1713	13	255	0	1291	
0	部屋着	692	767	455	1713	13	255	0	1284	
0	ハロウィン服腕差分	641	767	640	1717	13	255	1	1875	
0	ハロウィン服	641	767	640	1717	13	255	0	1312	
0	魔女服	523	622	869	1861	13	255	0	1293	
0	魔女服銃(腕差分独立)	455	622	937	1861	13	255	0	1292	
0	裸腕差分	641	767	566	1703	13	255	1	3023	
0	裸	641	767	566	1703	13	255	1	3058	
2	HL	0	0	0	0	13	255	0	2740	
2	表情差分	0	0	0	0	13	255	1	2377	
